,title,tagline,overview,vote_count,vote_average,release_date,runtime,original_language,spoken_lang_en,spoken_lang_fr,spoken_lang_de,spoken_lang_es,spoken_lang_it,spoken_lang_ja,spoken_lang_ru,spoken_lang_other,Drama,Comedy,Thriller,Romance,Action,Horror,Crime,Documentary,Adventure,Science Fiction,Family,Mystery,Fantasy,Animation,Foreign,Music,History,War,Western,TV Movie,production_companies,production_US,production_GB,production_FR,production_DE,production_IT,production_CA,production_JP,production_other,revenue
90,"['mary', 'reilly']","['untold', 'story', 'jekyll', 'hyde']","['housemaid', 'fall', 'love', 'dr', 'jekyll', 'darkly', 'mysterious', 'counterpart', 'mr', 'hyde']",77.0,5.7,1996-02-23,104.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,1,0,0,0,0,0,0,0,12379402.0
91,"['vampire', 'brooklyn']","['comic', 'tale', 'horror', 'seduction']","['maximillian', 'lone', 'survivor', 'race', 'vampire', 'come', 'brooklyn', 'search', 'way', 'live', 'past', 'next', 'full', 'moon', 'ticket', 'survival', 'rita', 'nypd', 'detective', 'know', 'shes', 'half', 'vampire', 'maximillian', 'whatevers', 'necessary', 'put', 'spell']",113.0,4.5,1995-10-26,100.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,0,0,0,0,0,19800000.0
93,"['broken', 'arrow']","['prepare', 'go', 'ballistic']","['rogue', 'stealthfighter', 'pilot', 'vic', 'deakins', 'deliberately', 'drop', 'radar', 'maneuver', 'air', 'force', 'end', 'two', 'stolen', 'nuclear', 'warhead', 'deakinss', 'copilot', 'riley', 'hale', 'military', 'hope', 'getting', 'back', 'traversing', 'deserted', 'canyon', 'utah', 'hale', 'team', 'park', 'ranger', 'terry', 'carmichael', 'put', 'deakins', 'back', 'box']",459.0,5.7,1996-02-09,108.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,150270147.0
99,"['bottle', 'rocket']","['really', 'criminal', 'everyones', 'got', 'dream']","['upon', 'release', 'mental', 'hospital', 'following', 'nervous', 'breakdown', 'directionless', 'anthony', 'join', 'friend', 'dignan', 'seems', 'far', 'le', 'sane', 'former', 'dignan', 'hatched', 'hairbrained', 'scheme', 'asyetunspecified', 'crime', 'spree', 'somehow', 'involves', 'former', 'bos', 'supposedly', 'legendary', 'mr', 'henry']",285.0,6.8,1996-02-21,91.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448,1,0,0,0,0,0,0,0,560069.0
102,"['happy', 'gilmore']","['play', 'golf', 'destroys']","['failed', 'hockey', 'playerturnedgolf', 'whiz', 'happy', 'gilmore', 'whose', 'unconventional', 'approach', 'antic', 'grass', 'court', 'ire', 'rival', 'shooter', 'mcgavin', 'determined', 'win', 'pga', 'tournament', 'save', 'granny', 'house', 'prize', 'money', 'meanwhile', 'attractive', 'tour', 'publicist', 'try', 'soften', 'happys', 'image']",767.0,6.5,1996-02-16,92.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,0,0,0,0,0,41205099.0
103,"['bridge', 'madison', 'county']","['path', 'francesca', 'johnson', 'future', 'seems', 'destined', 'due', 'unexpected', 'fork', 'road']","['photographer', 'robert', 'kincaid', 'wanders', 'life', 'housewife', 'francesca', 'johnson', 'four', 'day', '1960s']",397.0,7.3,1995-05-28,135.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,1,0,0,0,0,0,0,0,182016617.0
105,"['muppet', 'treasure', 'island']","['set', 'sail', 'muppet', 'mayhem']","['telling', 'story', 'flint', 'last', 'journey', 'young', 'jim', 'hawkins', 'billy', 'bone', 'heart', 'attack', 'dy', 'jim', 'friend', 'attacked', 'pirate', 'gang', 'escape', 'town', 'hire', 'boat', 'crew', 'find', 'hidden', 'treasure', 'revealed', 'bone', 'died', 'voyage', 'across', 'sea', 'soon', 'find', 'everyone', 'board', 'trusted']",93.0,6.5,1996-02-16,100.0,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,0,0,0,1,0,0,0,0,34327391.0
108,['braveheart'],"['every', 'man', 'dy', 'every', 'man', 'truly', 'life']","['enraged', 'slaughter', 'murron', 'new', 'bride', 'childhood', 'love', 'scottish', 'warrior', 'william', 'wallace', 'slays', 'platoon', 'local', 'english', 'lord', 'soldier', 'lead', 'village', 'revolt', 'eventually', 'entire', 'country', 'rise', 'english', 'rule']",3404.0,7.7,1995-05-24,177.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,210000000.0
109,"['taxi', 'driver']","['every', 'street', 'every', 'city', 'nobody', 'dream', 'somebody']","['mentally', 'unstable', 'vietnam', 'war', 'veteran', 'work', 'nighttime', 'taxi', 'driver', 'new', 'york', 'city', 'perceived', 'decadence', 'sleaze', 'feed', 'urge', 'violent', 'action', 'attempting', 'save', 'preadolescent', 'prostitute', 'process']",2632.0,8.1,1976-02-07,114.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,28262574.0
110,"['rumble', 'bronx']","['fear', 'stuntman', 'equal']","['keong', 'come', 'hong', 'kong', 'visit', 'new', 'york', 'uncle', 'wedding', 'uncle', 'run', 'market', 'bronx', 'keong', 'offer', 'help', 'uncle', 'honeymoon', 'stay', 'bronx', 'keong', 'befriends', 'neighbor', 'kid', 'beat', 'neighborhood', 'thug', 'cause', 'problem', 'market', 'one', 'petty', 'thug', 'local', 'gang', 'stumble', 'criminal', 'situation', 'way', 'head']",245.0,6.5,1995-01-30,91.0,other,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,277,1,0,0,0,0,0,0,0,32392047.0
114,"['anne', 'frank', 'remembered']","['perhaps', 'hitler', 'best', 'known', 'victim', 'anne', 'frank', 'really', 'like']","['using', 'previously', 'unreleased', 'archival', 'material', 'addition', 'contemporary', 'interview', 'academy', 'awardwinning', 'documentary', 'tell', 'story', 'frank', 'family', 'present', 'first', 'fullyrounded', 'portrait', 'brash', 'freespirited', 'daughter', 'anne', 'perhaps', 'world', 'famous', 'victim', 'holocaust', 'written', 'dawn', 'barclift']",4.0,7.3,1995-06-08,117.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.0
117,"['steal', 'big', 'steal', 'little']","['two', 'brother', 'one', 'fortune', 'zero', 'chance', 'share']","['ruben', 'robby', 'twin', 'brother', 'adopted', 'mona', 'one', 'wealthiest', 'eccentric', 'woman', 'santa', 'barbara', 'ruben', 'devoted', 'mona', 'robby', 'devoted', 'money', 'mona', 'leaf', 'fortune', 'estate', 'ruben', 'start', 'battle', 'brother', 'soon', 'lead', 'madness', 'mayhem', 'even', 'attempted', 'murder', 'rubens', 'side', 'lou', 'perilli', 'exchicago', 'cop', 'used', 'car', 'dealer', 'know', 'law', 'get', 'around', 'robbys', 'side', 'ruthless', 'businessman', 'reed', 'tyler', 'turn', 'swift', 'profit', 'mona', 'property', 'walking', 'shifty', 'line', 'eddie', 'agopian', 'family', 'lawyer', 'care', 'side', 'win', 'long', 'he', 'winner', 'side', 'whether', 'stealing', 'big', 'stealing', 'little', 'stealing', 'hilarious', 'comedy', 'greed', 'power', 'brotherly', 'love']",7.0,5.1,1995-09-29,113.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,1,1,1,0,0,0,0,6278139.0
120,['boomerang'],"['player', 'played']","['marcus', 'successful', 'advertising', 'executive', 'woos', 'bed', 'woman', 'almost', 'company', 'merger', 'find', 'new', 'bos', 'ravishing', 'jacqueline', 'treating', 'exactly', 'way', 'completely', 'traumatised', 'work', 'go', 'badly', 'downhill']",139.0,5.4,1992-06-30,117.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,0,0,0,0,0,70100000.0
123,"['flirting', 'disaster']","['comedy', 'sex', 'love', 'family', 'accident', 'waiting', 'happen']","['adopted', 'child', 'new', 'father', 'mel', 'colpin', 'ben', 'stiller', 'decides', 'name', 'son', 'know', 'birth', 'parent', 'determines', 'make', 'crosscountry', 'quest', 'find', 'accompanied', 'wife', 'nancy', 'patricia', 'arquette', 'inept', 'yet', 'gorgeous', 'adoption', 'agent', 'tina', 'tea', 'leoni', 'departs', 'epic', 'road', 'trip', 'quickly', 'devolves', 'farce', 'mistaken', 'identity', 'wrong', 'turn', 'overzealous', 'lovestruck', 'atf', 'agent', 'josh', 'brolin', 'richard', 'jenkins']",66.0,6.3,1996-03-22,92.0,en,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,0,0,0,0,0,0,1,14702438.0
130,['jade'],"['fantasy', 'go', 'far']","['someone', 'nasty', 'hatchet', 'job', 'san', 'fransisco', 'big', 'noise', 'assistant', 'da', 'take', 'charge', 'investigation', 'web', 'blackmail', 'prostitution', 'involving', 'governor', 'old', 'lover', 'law', 'man', 'emerges', 'prime', 'suspect', 'deal', 'personal', 'feeling', 'well', 'case']",45.0,5.1,1995-10-13,95.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,0,0,0,0,0,0,0,0,9851610.0
135,"['man', 'year']","['centerfold', 'revealed', 'everything', 'truth']","['firsttime', 'director', 'dirk', 'shafer', 'also', 'penned', 'raucous', 'mockumentary', 'blend', 'fact', 'fiction', 'recreates', '1992', 'reign', 'playgirl', 'magazine', 'centerfold', 'year', 'shafer', 'chooses', 'keep', 'fact', 'he', 'gay', 'secret', 'magazine', 'editor', 'find', 'living', 'ultimate', 'lie', 'incapable', 'giving', 'female', 'reader', 'really', 'want', 'succumb', 'lover', 'pressure', 'come', 'closet']",2.0,3.8,1995-09-15,86.0,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,209935.0
139,['birdcage'],['come'],"['gay', 'cabaret', 'owner', 'drag', 'queen', 'companion', 'agree', 'put', 'false', 'straight', 'front', 'son', 'introduce', 'fiancés', 'rightwing', 'moralistic', 'parent']",303.0,6.7,1996-03-08,117.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,1,0,0,0,0,0,0,0,185260553.0
142,"['bad', 'boy']","['whatcha', 'gon', 'na']","['marcus', 'burnett', 'henpecked', 'family', 'man', 'mike', 'lowry', 'footloose', 'fancy', 'free', 'lady', 'man', 'miami', 'policeman', '72', 'hour', 'reclaim', 'consignment', 'drug', 'stolen', 'station', 'nose', 'complicate', 'matter', 'order', 'get', 'assistance', 'sole', 'witness', 'murder', 'pretend']",1729.0,6.5,1995-04-07,118.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,141407024.0
145,"['awfully', 'big', 'adventure']",[],"['awfully', 'big', 'adventure', '1995', 'drama', 'film', 'theatre', 'company', 'liverpool', 'set', '1947', 'based', '1989', 'novel', 'name', 'beryl', 'bainbridge']",11.0,6.0,1995-07-21,113.0,en,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,1,0,0,0,0,1,0,1,851545.0
147,"['apollo', '13']","['houston', 'problem']","['true', 'story', 'technical', 'trouble', 'scuttle', 'apollo', '13', 'lunar', 'mission', '1971', 'risking', 'life', 'astronaut', 'jim', 'lovell', 'crew', 'failed', 'journey', 'turning', 'thrilling', 'saga', 'heroism', 'drifting', '200000', 'mile', 'earth', 'astronaut', 'work', 'furiously', 'ground', 'crew', 'avert', 'tragedy']",1637.0,7.3,1995-06-30,140.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,0,0,0,0,0,355237933.0
148,"['rob', 'roy']","['honor', 'made', 'man', 'courage', 'made', 'hero', 'history', 'made', 'legend']","['highland', 'scotland', '1700s', 'rob', 'roy', 'try', 'lead', 'small', 'town', 'better', 'future', 'borrowing', 'money', 'local', 'nobility', 'buy', 'cattle', 'herd', 'market', 'money', 'stolen', 'rob', 'forced', 'robin', 'hood', 'lifestyle', 'defend', 'family', 'honour']",151.0,6.5,1995-04-13,139.0,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,1,0,0,0,0,0,0,0,31596911.0
150,"['batman', 'forever']","['courage', 'truth', 'always']","['dark', 'knight', 'gotham', 'city', 'confronts', 'dastardly', 'duo', 'twoface', 'riddler', 'formerly', 'district', 'attorney', 'harvey', 'dent', 'twoface', 'belief', 'batman', 'caused', 'courtroom', 'accident', 'left', 'disfigured', 'one', 'side', 'edward', 'nygma', 'computergenius', 'former', 'employee', 'millionaire', 'bruce', 'wayne', 'get', 'philanthropist', 'riddler', 'former', 'circus', 'acrobat', 'dick', 'grayson', 'family', 'killed', 'twoface', 'becomes', 'wayne', 'ward', 'batman', 'new', 'partner', 'robin']",1529.0,5.2,1995-06-16,121.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,0,1,0,0,0,0,0,0,336529144.0
153,"['blue', 'face']","['welcome', 'planet', 'brooklyn']","['auggie', 'run', 'small', 'tobacco', 'shop', 'brooklyn', 'new', 'york', 'whole', 'neighborhood', 'come', 'visit', 'buy', 'cigarette', 'small', 'talk', 'movie', 'lou', 'reed', 'try', 'explain', 'cut', 'health', 'insurance', 'bill', 'keep', 'smoking', 'madonna', 'act', 'singing', 'telegram']",28.0,6.8,1995-09-15,83.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,1,1,0,0,0,0,0,0,1275000.0
154,"['canadian', 'bacon']","['tell', 'ya', 'another', 'thing', 'beer', 'suck']","['canadian', 'bacon', 'fictitious', 'film', 'director', 'michael', 'moore', 'comedy', 'american', 'president', 'decides', 'go', 'war', 'bring', 'public', 'opinion', 'election', 'time', 'canadian', 'bacon', 'actor', 'john', 'candy', 'last', 'film']",57.0,5.9,1995-06-08,91.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,1,0,0,0,0,0,0,0,178104.0
155,['casper'],"['get', 'afterlife']","['furious', 'late', 'father', 'willed', 'gloomylooking', 'mansion', 'rather', 'million', 'carrigan', 'crittenden', 'ready', 'burn', 'place', 'ground', 'discovers', 'map', 'treasure', 'hidden', 'house', 'enters', 'rickety', 'mansion', 'seek', 'claim', 'frightened', 'away', 'wicked', 'wave', 'ghost', 'determined', 'get', 'hand', 'hidden', 'fortune', 'hire', 'afterlife', 'therapist', 'dr', 'james', 'harvey', 'exorcise', 'ghost', 'mansion', 'harvey', 'daughter', 'kat', 'move', 'soon', 'kat', 'meet', 'casper', 'ghost', 'young', 'boy', 'friendliest', 'ghost', 'know', 'friendly', 'casper', 'unclesstretch', 'fatso', 'stinkiewho', 'determined', 'drive', 'fleshies', 'away']",1045.0,6.0,1995-05-26,100.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,1,0,0,0,0,0,0,287928194.0
156,['clockers'],"['murder', 'street', 'everyone', 'suspect']","['strike', 'young', 'city', 'drug', 'pusher', 'tutelage', 'druglord', 'rodney', 'littlewhen', 'night', 'man', 'fastfood', 'restaurant', 'found', 'four', 'bullet', 'body', 'strike', 'older', 'brother', 'turn', 'killer', 'det', 'rocco', 'klein', 'buy', 'story', 'however', 'set', 'find', 'truth', 'seems', 'finger', 'point', 'toward', 'strike', 'amp', 'rodney']",69.0,6.8,1995-09-15,128.0,en,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,0,0,1,0,1,0,0,0,13071518.0
157,['congo'],"['endangered', 'specie']","['eight', 'people', 'embark', 'expedition', 'congo', 'mysterious', 'expanse', 'unexplored', 'africa', 'human', 'greed', 'law', 'nature', 'gone', 'berserk', 'thrillseekers', 'ulterior', 'motif', 'stumble', 'across', 'race', 'killer', 'ape']",214.0,5.0,1995-06-09,109.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,0,0,0,0,0,0,0,0,152022101.0
158,"['crimson', 'tide']","['danger', 'run', 'deep']","['u', 'nuclear', 'missile', 'sub', 'young', 'first', 'officer', 'stage', 'mutiny', 'prevent', 'trigger', 'happy', 'captain', 'launching', 'missile', 'confirming', 'order']",508.0,7.0,1995-05-12,116.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,1,0,0,0,0,0,0,0,157387195.0
159,['crumb'],"['weird', 'sex', 'obsession', 'comic', 'book']","['movie', 'chronicle', 'life', 'time', 'r', 'crumb', 'robert', 'crumb', 'cartoonistartist', 'drew', 'keep', 'truckin', 'fritz', 'cat', 'played', 'major', 'pioneering', 'role', 'genesis', 'underground', 'comix', 'interview', 'mother', 'two', 'brother', 'wife', 'exgirlfriends', 'well', 'selection', 'vast', 'quantity', 'graphic', 'art', 'treated', 'darkly', 'comic', 'ride', 'one', 'man', 'subconscious', 'mind']",71.0,7.6,1994-09-10,119.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,3174695.0
160,['desperado'],"['smoke', 'clear', 'mean', 'he', 'reloading']","['gunslinger', 'embroiled', 'war', 'local', 'drug', 'runner']",898.0,6.8,1995-08-25,104.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,431,1,0,0,0,0,0,0,0,25405445.0
161,"['devil', 'blue', 'dress']","['private', 'detective', 'easy', 'rawlins', 'caught', 'wrong', 'side', 'dangerous', 'secret', 'town']","['late', '1940s', 'los', 'angeles', 'easy', 'rawlins', 'unemployed', 'black', 'world', 'war', 'ii', 'veteran', 'job', 'prospect', 'bar', 'easy', 'meet', 'dewitt', 'albright', 'mysterious', 'white', 'man', 'looking', 'someone', 'investigate', 'disappearance', 'missing', 'white', 'woman', 'named', 'daphne', 'monet', 'suspect', 'hiding', 'one', 'city', 'black', 'jazz', 'club', 'strapped', 'money', 'facing', 'house', 'payment', 'easy', 'take', 'job', 'soon', 'find', 'head']",88.0,6.3,1995-09-15,102.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,1,0,0,0,0,0,0,0,16140822.0
162,"['die', 'hard', 'vengeance']","['think', 'fast', 'look', 'alive', 'die', 'hard']","['new', 'york', 'detective', 'john', 'mcclane', 'back', 'kicking', 'badguy', 'butt', 'third', 'installment', 'actionpacked', 'series', 'find', 'teaming', 'civilian', 'zeus', 'carver', 'prevent', 'loss', 'innocent', 'life', 'mcclane', 'thought', 'would', 'seen', 'genius', 'named', 'simon', 'engages', 'mcclane', 'new', 'partner', 'beloved', 'city', 'deadly', 'game', 'demand', 'concentration']",2094.0,6.9,1995-05-19,128.0,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,366101666.0
165,"['first', 'knight']","['greatest', 'battle', 'would', 'love']","['timeless', 'tale', 'king', 'arthur', 'legend', 'camelot', 'retold', 'passionate', 'period', 'drama', 'arthur', 'reluctant', 'hand', 'crown', 'lancelot', 'guinevere', 'torn', 'loyalty', 'husband', 'growing', 'love', 'rival', 'lancelot', 'must', 'balance', 'loyalty', 'throne', 'reward', 'true', 'love']",319.0,5.9,1995-07-07,134.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,448,1,0,0,0,0,0,0,0,127600435.0
167,['hacker'],"['right', 'wrong', 'fun', 'boring']","['along', 'new', 'friend', 'teenager', 'arrested', 'u', 'secret', 'service', 'banned', 'using', 'computer', 'writing', 'computer', 'virus', 'discovers', 'plot', 'nefarious', 'hacker', 'must', 'use', 'computer', 'skill', 'find', 'evidence', 'pursued', 'secret', 'service', 'evil', 'computer', 'genius', 'behind', 'virus']",406.0,6.2,1995-09-14,107.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,1,0,0,0,0,0,0,0,7563728.0
169,"['johnny', 'mnemonic']","['hottest', 'data', 'earth', 'coolest', 'head', 'town']","['data', 'courier', 'literally', 'carrying', 'data', 'package', 'inside', 'head', 'must', 'deliver', 'dy', 'burden', 'killed', 'yakuza', 'dystopian', '2021', 'johnny', 'keanu', 'reef', 'data', 'trafficker', 'implant', 'allows', 'securely', 'store', 'data', 'sensitive', 'regular', 'computer', 'network', 'one', 'delivery', 'run', 'accepts', 'package', 'exceeds', 'implant', 'safety', 'limit', 'kill', 'data', 'removed', 'time', 'also', 'contains', 'information', 'far', 'important', 'valuable', 'ever', 'imagined', 'race', 'time', 'must', 'avoid', 'assassin', 'sent', 'kill', 'remove', 'data', 'end', 'life']",380.0,5.5,1995-05-26,97.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,1,0,1,0,0,0,0,0,19075720.0
170,"['judge', 'dredd']","['future', 'one', 'man', 'law']","['dystopian', 'future', 'dredd', 'famous', 'judge', 'cop', 'instant', 'field', 'judiciary', 'power', 'convicted', 'crime', 'commit', 'murderous', 'counterpart', 'escape']",643.0,5.4,1995-06-30,96.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,113493481.0
171,"['jury', 'duty']","['truth', 'justice', 'five', 'buck', 'day']","['jobless', 'tommy', 'collins', 'discovers', 'sequestered', 'juror', 'earn', 'free', 'room', 'board', 'well', '5aday', 'get', 'assigned', 'jury', 'murder', 'trial', 'everything', 'prolong', 'trial', 'deliberation', 'make', 'sequestration', 'comfortable']",34.0,4.0,1995-04-12,88.0,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,1,0,0,0,0,0,0,0,17014653.0
172,['kid'],[],"['controversial', 'portrayal', 'teen', 'new', 'york', 'city', 'expose', 'deeply', 'disturbing', 'world', 'sex', 'substance', 'abuse', 'film', 'focus', 'sexually', 'reckless', 'frecklefaced', 'boy', 'named', 'telly', 'whose', 'goal', 'sex', 'many', 'different', 'girl', 'jenny', 'girl', 'sex', 'test', 'positive', 'hiv', 'know', 'contracted', 'disease', 'telly', 'jenny', 'discovers', 'telly', 'idea', 'safe', 'sex', 'sex', 'virgin', 'continuing', 'pas', 'disease', 'onto', 'unsuspecting', 'girl', 'jenny', 'make', 'business', 'try', 'stop']",280.0,6.8,1995-07-28,91.0,en,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,1,0,1,0,0,0,0,0,7412216.0
173,"['living', 'oblivion']","['nick', 'discover', 'first', 'rule', 'filmmaking', 'first', 'succeed', 'panic']","['film', 'filmmaking', 'take', 'place', 'one', 'day', 'set', 'nonbudget', 'movie', 'ultimate', 'tribute', 'independent', 'filmmaker']",64.0,7.2,1995-01-20,89.0,en,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1148752.0
176,"['mad', 'love']","['wild', 'sexy', 'adventure']","['matt', 'fall', 'casey', 'new', 'girl', 'school', 'shes', 'funloving', 'eccentric', 'darkness', 'whimsy', 'matt', 'begin', 'comprehend', 'casey', 'attempt', 'commit', 'suicide', 'parent', 'place', 'mental', 'institution', 'matt', 'spring', 'together', 'young', 'lover', 'head', 'road', 'trip', 'believe', 'love', 'cure', 'caseys', 'problem', 'matt', 'start', 'wonder', 'though', 'inspired', 'misguided']",27.0,5.5,1995-05-26,95.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,1,0,0,0,0,0,0,0,15453274.0
177,['mallrats'],"['shop', 'work']","['dumped', 'girlfriend', 'two', 'best', 'friend', 'seek', 'refuge', 'local', 'mall']",400.0,6.8,1995-10-20,94.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,0,0,0,0,0,2122561.0
178,"['mighty', 'morphin', 'power', 'ranger', 'movie']",['power'],"['power', 'six', 'incredible', 'teen', 'outmaneuver', 'defeat', 'evil', 'everywhere', 'mighty', 'morphin', 'power', 'ranger', 'time', 'power', 'ranger', 'may', 'met', 'match', 'face', 'sinister', 'monster', 'galaxy', 'ever', 'seen']",153.0,5.2,1995-06-30,92.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,66000000.0
180,"['mute', 'witness']","['speak', 'scream', 'beg', 'mercy']","['billy', 'mute', 'kept', 'becoming', 'successful', 'makeup', 'artist', 'russia', 'working', 'film', 'directed', 'sister', 'boyfriend', 'andy', 'billy', 'find', 'trapped', 'studio', 'one', 'night', 'horrified', 'see', 'snuff', 'film', 'made', 'billy', 'escape', 'help', 'sister', 'kate', 'alert', 'authority', 'saw', 'unfortunately', 'make', 'enemy', 'russian', 'mafia', 'funded', 'snuff', 'film']",36.0,6.4,1995-09-28,95.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1.0
182,['net'],"['driver', 'license', 'credit', 'card', 'passport', 'access', 'bank', 'account', 'foreign', 'country', 'find', 'identity', 'stolen']","['angela', 'bennett', 'freelance', 'software', 'engineer', 'life', 'world', 'computer', 'technology', 'cyber', 'friend', 'asks', 'bennett', 'debug', 'new', 'game', 'inadvertently', 'becomes', 'involved', 'conspiracy', 'soon', 'turn', 'life', 'upside', 'vacation', 'mexico', 'purse', 'stolen', 'soon', 'find', 'people', 'event', 'may', 'seem', 'becomes', 'target', 'assassination', 'vacation', 'ruined', 'get', 'new', 'passport', 'u', 'embassy', 'mexico', 'wrong', 'name', 'ruth', 'marx', 'return', 'u', 'sort', 'thing', 'discovers', 'ruth', 'marx', 'unsavory', 'past', 'lengthy', 'police', 'record', 'make', 'matter', 'worse', 'another', 'person', 'assumed', 'real', 'identity']",359.0,5.6,1995-07-28,114.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,431,1,0,0,0,0,0,0,0,110627965.0
